username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat,appversion,sentiment_score,sentiment
User_2729,,"App is decent. Given the time it's been around, one would think it better by now, but I guess it is what it is, to keep costs down.",4,1,4.555.10003,2024-12-12 22:12:19,,,4.555.10003,0.2382,positive
User_2738,,"Wait times are usually too long in the morning, app shows drivers near the location but always gives the farest driver. Also some drivers playing hot potato.",3,0,,2024-12-12 21:55:53,,,,0.296,positive
User_2739,,Too expensive,1,0,,2024-12-12 21:55:36,,,,0.0,neutral
User_2750,,Sudenly price increse ur app😔😔,1,0,,2024-12-12 21:24:43,,,,0.1531,positive
User_2767,,Uber started cheating customers with extra fares after completion of ride and we don't have any proper customer service to contact,1,0,4.555.10003,2024-12-12 20:56:46,,,4.555.10003,-0.5965,negative
User_2782,,"Inaccurate fares. When I ordered a car for the following day the price was 80. When the trip was completed the next day, the price was 122. NEVER USING UBER AGAIN!!!",1,0,4.555.10003,2024-12-12 20:17:07,,,4.555.10003,0.0,neutral
User_2791,,"Really soo fast and accurate pick-up, drop .🥰🥰",5,0,,2024-12-12 19:49:13,,,,0.926,positive
User_2820,,"I had to cancel rides twice in a row because every driver goes to make a stop previous. And I'm still waiting 25!!!!!!! minutes later. You shouldn't allow drivers to take 2 rides at a same time. Besides, many times these drivers are local cab service that either try to cancel your ride and charge you cash or b!tch the whole ride about how Uber takes their jobs... while working with Uber and trying to turn it into their sh!tty service. PLEASE RATE LOW ON THIS, Uber is turning into a mess.",1,0,4.533.10001,2024-12-12 18:33:17,,,4.533.10001,-0.8531,negative
User_2830,,Pricing algorithm is nonesense,1,0,,2024-12-12 18:06:14,,,,0.0,neutral
User_2838,,Drivers discard your fare and make your wait for another.,1,0,,2024-12-12 17:45:18,,,,-0.25,negative
User_2842,,very satisfied but price is so high,5,0,4.556.10005,2024-12-12 17:26:20,,,4.556.10005,0.2609,positive
User_2854,,Today I book a auto my fare is 130rs but auto driver demanded 250rs this so bad experience,1,0,4.555.10003,2024-12-12 16:42:58,,,4.555.10003,-0.862,negative
User_2864,,Good and resenable fair price...,5,0,4.556.10005,2024-12-12 16:19:47,,,4.556.10005,0.6369,positive
User_2885,,"Much cheaper than a regular taxi & the drivers are far more friendly, I Love Uber 🩷🥰",5,0,4.555.10003,2024-12-12 15:32:38,,,4.555.10003,0.948,positive
User_2893,,To use this app it is not friendly make this app so friendly that illiterate person can also handle easily this app make it friendly there also should be some waiting options for booking,1,0,4.555.10003,2024-12-12 15:12:43,,,4.555.10003,0.7957,positive
User_2906,,Good App. Garbage company. If you want long wait times for overpriced cold food with customer service which mine as well be non-existent you're about to download the right app.,1,1,4.556.10005,2024-12-12 14:27:38,,,4.556.10005,0.6486,positive
User_2944,,"Reliable, affordable and quality services",5,0,4.556.10005,2024-12-12 12:34:49,,,4.556.10005,0.0,neutral
User_2945,,"Uber is AWESOME! I am thankful and grateful for the access and availability! This app does not update my information on new device, nor dies it give an option to input updated information from a new phone. It showed an very old account number that I have not used in years beginning with number 409...no longer in use. I couldn't get ride from a new phone. I don't like syncing my devices anymore. It's difficult now.",5,0,4.553.10000,2024-12-12 12:33:12,,,4.553.10000,0.8922,positive
User_2951,,Best app forever for ridding anywhere.I like Uber service and it's cheapest fare on ridding,5,0,4.539.10000,2024-12-12 11:59:38,,,4.539.10000,0.7717,positive
User_2953,,"I like Uber the best, it costs less",5,0,4.555.10003,2024-12-12 11:57:25,,,4.555.10003,0.7893,positive
User_2957,,Very horrible I booked a ride in advance as I always do the set price I was quoted and charged was not the price after the ride was finished on to of that it has been over 48 hrs with no explanation of why I was being charged extra after the fact of being told it will drop off its just a pre-authorized hold and it's still there make it make since,1,1,4.555.10003,2024-12-12 11:51:12,,,4.555.10003,-0.8655,negative
User_2959,,Fast and accurate rides,5,0,4.555.10003,2024-12-12 11:45:09,,,4.555.10003,0.0,neutral
User_2963,,"This application is very helpful and also fabulous service, anyone use simply and very cheapest price we get on this application.",5,0,4.555.10003,2024-12-12 11:38:32,,,4.555.10003,0.7574,positive
User_2971,,Price is reasonable.. we'll keep it up,4,0,4.555.10003,2024-12-12 11:08:28,,,4.555.10003,0.0,neutral
User_2996,,"When we book Uber for ride, we can see less price but when drivers come and complete the ride they showed us his mobile and say look at this and that price is not same!! Plz solve this issue first.",2,0,4.555.10003,2024-12-12 09:44:30,,,4.555.10003,-0.4224,negative
User_3026,,It shows price than increase after ride,2,0,4.553.10000,2024-12-12 07:55:11,,,4.553.10000,0.3182,positive
User_3029,,"When we try to book a ride , please show us the tentative price of this ride . Fix this problem as soon as possible. Otherwise everything is ok.",1,0,4.555.10003,2024-12-12 07:38:51,,,4.555.10003,-0.2083,negative
User_3030,,"It's incredibly odd that they let paying riders be reviewed, you don't see waiters getting to rate customer that give the bad tips or cashier's at grocery stores get to rate customers that yell at them over prices they aren't responsible for so what makes Uber drivers so particularly entitled? Also at what point are they allowed to rate? After they can presume they got a bad review after being rude?? I've never been rude to an Uber driver but I can assume one that was mean gave me a bad review.",1,0,4.555.10003,2024-12-12 07:38:25,,,4.555.10003,-0.8982,negative
User_3039,,"""WOULD BE"" A 5⭐ APP ""IF"" your navigation software didn't SUCK & you weren't SOOO EXPENSIVE !!!!",3,0,,2024-12-12 07:19:17,,,,0.6269,positive
User_3048,,Worst customer support. Worst app. Fares are miscalculated but customer support is no use,1,0,4.555.10003,2024-12-12 06:28:37,,,4.555.10003,-0.3612,negative
User_3067,,I way prefer Uber to taxi. Most wait times in my area are only an average 6 mins from the time you book it. Also so affordable for anyone really. I have enjoyed very much majority of trips.,5,7,4.556.10005,2024-12-12 05:00:52,,,4.556.10005,0.552,positive
User_3083,,Drivers cancelling after time goes by is my biggest issue we have to pay if we cancel but they get a pass & it's quit the inconvenience. And these ridiculous surging prices 3 to 4 times the normal amout it's BS.,3,0,4.555.10003,2024-12-12 03:50:16,,,4.555.10003,-0.8225,negative
User_3085,,"Most unreliable app always messing up every month and Terrible ""support "" why I have to get a separate sub to be able to call them .App won't load and blackout it needs to be fixed! It's I'mpposible to get a hold of them if my app doesn't start",1,3,4.550.10001,2024-12-12 03:44:05,,,4.550.10001,-0.1759,negative
User_3093,,TO EXPENSIVE,1,0,4.556.10005,2024-12-12 03:10:31,,,4.556.10005,0.0,neutral
User_3098,,"Since the seperation of uber and uber eats as apps, the app is never accurate or it never updates the position of drivers when I put in for a ride.",1,0,4.554.10001,2024-12-12 03:00:23,,,4.554.10001,0.0,neutral
User_3100,,Good work. Affordable convenient top notch services,5,0,4.555.10003,2024-12-12 02:37:23,,,4.555.10003,0.5719,positive
User_3101,,"Always fast, affordable and courteous. Love Uber.",5,0,4.555.10003,2024-12-12 02:26:15,,,4.555.10003,0.8176,positive
User_3105,,"Just keep charging services never received, GPS does not give the right direction, follows payment or won't get your next ride, better use public registered services , at the end it's cheaper",2,0,4.555.10003,2024-12-12 02:18:17,,,4.555.10003,0.4404,positive
User_3108,,"good app, geting roo expensive",4,0,,2024-12-12 01:51:45,,,,0.4404,positive
User_3131,,Good in USA but lots of issues when traveling. I'm living in South America for an extended amount of time and the drivers only want to be paid in cash. They get frustrated if you pay in card even if you tip generously and they will give you 1 star reviews for this. UBER please tell drivers the payment method of the rider and do not allow drivers to give fake reviews to riders. My rider rating has absolutely plummeted from 1 star reviews from this trip alone.,2,0,,2024-12-12 00:45:28,,,,-0.504,negative
User_3137,,Price swings are annoying when not in your favor...,5,0,4.555.10003,2024-12-12 00:12:48,,,4.555.10003,-0.607,negative
User_3139,,"Worst app . Expensive taxi, drivers not accepting trips. How many times tried to use Uber never get driver that London. Bristol all Uber in Toyota. You wan execute you waiting long. Probably not a lot drivers are really working for Uber. Shame. It's not worth local taxis cheaper and quicker, local taxis you can find any city",1,0,,2024-12-12 00:11:19,,,,-0.8845,negative
User_3166,,Terrible costumer service,1,0,4.543.10001,2024-12-11 22:55:31,,,4.543.10001,-0.4767,negative
User_3171,,"This is a great app I love it, I just don't like the high rate that would apply on some days.",5,0,,2024-12-11 22:50:12,,,,0.8014,positive
User_3189,,"Often very hard to get someone to accept a journey, despite living next to a main road, requesting a reasonable trip, and having a good rating. Surge pricing is ridiculous. Overall, very disappointing and making want to just have my own car again.",1,1,4.555.10003,2024-12-11 22:01:03,,,4.555.10003,-0.223,negative
User_3199,,"Crazy to me that when I got picked up at the airport, I was charged me $70 ish to travel at 1am across Dallas, no biggie there. But crazy part is the driver, the EMPLOYEE, only got $29 of that, and the rest went to Uber. That's f'in insane. STOP ACTING LIKE CORPORATE AND ACT FOR THE PEOPLE YOU. While the CEO gets paid more and more by the year, the employees get reduced pay or lack of increases as the years go by.",2,0,4.555.10003,2024-12-11 21:45:18,,,4.555.10003,-0.909,negative
User_3223,,"I paid for Uber one and the cost of my rides went up, not down daily. Ruining my paycheck. I have to get to work get day and it's costing more than a car note monthly.",2,0,4.555.10003,2024-12-11 20:52:08,,,4.555.10003,0.1877,positive
User_3228,,"I just took a ride yesterday and the fare shown was 465. When we reached the destination driver demanded extra 50%( Rs 235)in the name of return trip. We told him we can't pay that and had an argument. But he was persistent, and as we had to catch the train so we paid and left. Later we contacted Uber for refund , they said they can't do anything about it. DONT BOOK UBER TAXIS IF YOU DONT WANT TO LOOSE MONEY.",1,1,4.555.10003,2024-12-11 20:31:58,,,4.555.10003,0.0665,positive
User_3250,,Very pathetic experience with uber auto...always charging more what was showing in the app...5 to 10 rs is understood but the amount is changed by 80 to 150 rs everytime ...and the support department is more pathetic...they are pretending that they are giving back the same amount...but the amount you can not utilise in the next journey because they will increase the price while paying the bill... pathetic app ever....shame on you guys,1,1,4.555.10003,2024-12-11 19:30:20,,,4.555.10003,0.4676,positive
User_3251,,Fare charged is very reasonable 👌,5,0,4.555.10003,2024-12-11 19:29:18,,,4.555.10003,0.7073,positive
User_3253,,"Disappointed at the fact that drivers can cancel a ride while already having accepted the ride, just because of pricing. They knew the price before they accepted, it tells them what it is, also their wait times are too long.",1,0,4.555.10003,2024-12-11 19:17:57,,,4.555.10003,-0.2263,negative
User_3262,,"This app used to be the standard and I used it for years, but I don't know what happened lately. Several minutes just to find someone to accept a ride, 20 to 30 minute wait times for them to get their, and prices higher than they ever were before",2,1,4.555.10003,2024-12-11 18:40:01,,,4.555.10003,0.5267,positive
User_3272,,Why is uber lying about the miles/km? It is always doubling it... I am 4km away from something but it says 8km? Hence the price goes up...,1,0,4.555.10003,2024-12-11 18:20:05,,,4.555.10003,-0.4032,negative
User_3274,,Worst app Price changes before and after ride,1,0,,2024-12-11 18:13:50,,,,-0.6249,negative
User_3289,,Difficult to reach customer service. All is now AI operated which doesn't really resolve any issue you have. App is glitchy.,1,0,4.555.10003,2024-12-11 17:38:35,,,4.555.10003,-0.586,negative
User_3300,,"A normally trip for me is 13 or 15, but from December it is too expensive same trip 35 or 39 dolas. No way",1,0,,2024-12-11 17:03:05,,,,-0.4215,negative
User_3308,,Very affordable price to ride,5,0,,2024-12-11 16:45:23,,,,0.0,neutral
User_3311,,All time driver ask price destination and ask extra amount ask for cancel ride from my side we are late if cancel than required penalty charge from us I never use Uber after today I am using Uber last 3 years but uninstall the app forever no rule is there,1,0,,2024-12-11 16:30:37,,,,-0.7003,negative
User_3344,,Good ride and safe lov price rate,5,0,4.555.10003,2024-12-11 14:52:10,,,4.555.10003,0.7003,positive
User_3345,,Very Good And Satisfying Experience Uber Services Are Amazing And Customer Friendly And Fares Are Reasonable.,5,0,,2024-12-11 14:45:16,,,,0.929,positive
User_3355,,Quick availability and competitive fare with efficient driver.,5,0,4.555.10003,2024-12-11 14:18:27,,,4.555.10003,0.5423,positive
User_3372,,worst & scam app. Customer ko kam price dikhakar location ke pohochane ke baad jyada paise demand karte hai driver .. Worst app. Please don't install this scam & useless app. This is the 2nd time jab driver ne jyada paise liye hain.👎👎👎😭.. Uninstalling this useless app. 😡😓,1,0,4.555.10003,2024-12-11 13:29:01,,,4.555.10003,-0.9807,negative
User_3373,,"Convenient and very safe, charges are very moderate",5,0,4.533.10001,2024-12-11 13:22:25,,,4.533.10001,0.2058,positive
User_3374,,"If you look at how long a ride will take to get to you, you then exit the app, then go back, you will see the price has increased by a lot! I've also noticed some local taxis are very competitive. Also some pick up spots aren't recognised on the uber map, causing unnecessary stress and complaints.",2,10,4.555.10003,2024-12-11 13:14:02,,,4.555.10003,-0.4017,negative
User_3384,,"The GPS is unreliable, the drivers use map software and don't know the city, and it costs more than a local taxi. So you're paying more money for a less knowledgeable driver and poorer service. Editing to add that the priority service is a rip off and often not faster or not proportionally faster for the additional cost, and timing's are never accurate. A minute in Uber time is the longest in the universe.",1,24,4.555.10003,2024-12-11 12:50:38,"Hi Liz, we're always looking to improve your experience with Uber. Let's make sure we follow up on this. Please send a quick note to t.uber.com/contact so we can connect.",2018-04-08 16:00:04,4.555.10003,-0.3612,negative
User_3386,,"Not only the rates are very high for the consumer, but drivers also get so much deduction and fee charges that they do not accept the rides anymore.. It used to be a great app but now it has gone to shambles",1,0,4.555.10003,2024-12-11 12:47:26,,,4.555.10003,0.3013,positive
User_3404,,User friendly interface with affordable cost.,5,0,4.556.10005,2024-12-11 11:48:27,,,4.556.10005,0.4939,positive
User_3409,,Worst price now but wow the blocking me of rating my recent trips five stars and tipping when I clearly forgot... So wrong . I give up on this company!,1,0,,2024-12-11 11:38:13,,,,-0.269,negative
User_3415,,Good.But fare was high.,5,0,4.555.10003,2024-12-11 11:14:32,,,4.555.10003,0.0,neutral
User_3418,,"The customer care executives are hopeless and they are un aware of the solutions to a problem.i had booked a round trip for a destination.but had to change it to single way upon arriving at the destination due to medical reasons.i was ready to pay single way fare plus the waiting charges of the driver so i called customer care.the executive assured me that upon ending the trip i would be charged for only the actual distance travelled and waiting time,but i was charged for the round trip.pathetic",1,0,,2024-12-11 11:05:24,,,,0.2023,positive
User_3431,,price dikh hai lakin aap khulne me bahut time lagata hai,3,0,4.535.10000,2024-12-11 10:35:19,,,4.535.10000,0.0,neutral
User_3435,,"Extremely buggy app, poor service and horribly inaccurate delivery times",1,0,4.555.10003,2024-12-11 10:14:30,,,4.555.10003,-0.7759,negative
User_3438,,Best app low price,5,0,4.555.10003,2024-12-11 10:02:16,,,4.555.10003,0.4767,positive
User_3457,,Terrible app. Cabs are never available. Drivers keep cancelling rides. Rude drivers. Nothing is improving in this app. Uber just charges exorbitant prices. No concern about service.,1,2,,2024-12-11 09:04:22,,,,-0.9155,negative
User_3458,,"As compare to other apps ,This app is much cheaper. N service is also good",5,0,4.555.10003,2024-12-11 09:04:17,,,4.555.10003,0.4404,positive
User_3459,,Captains didn't pickup the low price rides in morning due to which I use to get late for the college 5-6 Times,2,0,4.555.10003,2024-12-11 09:02:03,,,4.555.10003,0.2057,positive
User_3476,,Nice affordable price,5,0,4.555.10003,2024-12-11 07:51:54,,,4.555.10003,0.4215,positive
User_3481,,"Beware of the uber ride share. The driver took my request, never came to get me, ended the ride as if he completed it and uber took my money. The man never came to the pick up location. You can't call to speak with an agent, all they have is text. Uber sent me an email saying the fare was correct and there was nothing they needed to do. This is insane. Been waiting all day and night, as I have contacted uber again, no resolution. Bad business.",1,5,4.555.10003,2024-12-11 07:32:54,,,4.555.10003,0.0387,neutral
User_3483,,"The app charged me a 5$ tip to my fare. It's not a lot, but was completely unauthorised and a violation of my rights as a consumer. Scam artists.",1,0,4.555.10003,2024-12-11 07:26:13,,,4.555.10003,-0.8945,negative
User_3496,,"This app is a joke. It's charging me for past orders from over 6 months ago. When requested help in the help part, there is no answer for days. Gonna have to call my credit card and dispute the charges. Their help number doesn't even work anymore. They overcharge you on rides after giving you an agreed upon price and not by a couple of bucks but sometimes by 50-60 dollars. Feels more like a scam than anything now a days",1,2,4.555.10003,2024-12-11 06:14:16,,,4.555.10003,0.3806,positive
User_3501,,"Much MUCH CHEAPER then Lyft. Even beats lyfts sales. I'm not throwing shots... I'm just saying. I look at both and it's just better, lower.",5,0,4.555.10003,2024-12-11 05:40:52,,,4.555.10003,0.1779,positive
User_3516,,Good with fair prices,5,0,4.555.10003,2024-12-11 04:51:19,,,4.555.10003,0.6369,positive
User_3522,,"Many times they run much later than promised. In another country, they ask for more money than the trip price or want cash once I get into the car, even after picking me up late. Then others are prompt and professional. You never know what you will g see t. Roll the dice but don't rely on them if you really need to be somewhere on time.",2,1,4.555.10003,2024-12-11 04:27:51,,,4.555.10003,0.2263,positive
User_3546,,"At fitst you think that the drivers are rude, greedy and unsafe, but then you realise that this is the company culture. In Faro airport they pick up your order, then drive near by and leave as you never come. When you try to catch them they drive towards you, almost on your feet. In Amsterdam, they won't come bc the ride is too cheap, it is just normal. Or, the driver will see you running towards them with a heavy luggage and he will start moving, then he will tell you that he can't take you.",1,0,,2024-12-11 02:02:09,,,,-0.4497,negative
User_3558,,"Uber is now available in Blackpool, very attractive price for riders",5,0,,2024-12-11 01:00:39,,,,0.4927,positive
User_3563,,Complete rip off and they take to long to pick you up there prices are outrageous they charge me 23 dollars to the corner and back they give no deals ready to delete my account,1,0,4.555.10003,2024-12-11 00:50:58,,,4.555.10003,-0.7438,negative
User_3574,,"Drivers cancel orders one after another, better use Bolt.. it îs more expensive but more professional",1,0,4.555.10003,2024-12-11 00:20:10,,,4.555.10003,0.1154,positive
User_3582,,Can always rely on them and the fare and convenience in the car to your destination. Thank you for your excellent service.,5,0,4.555.10003,2024-12-11 00:03:50,,,4.555.10003,0.7351,positive
User_3586,,I booked a ride it's showed 10.19 dollars but after ride is completed it cost me 5 more dollars when I went to complaint at customer service it is showing me there is no increase in fare it is 15.19 dollars from the start so the the app didn't even me option to complaint this the worst experience,1,0,4.555.10003,2024-12-10 23:52:37,,,4.555.10003,-0.9286,negative
User_3602,,"I scheduled a ride for the morning, was given a price. Confirmed. I was outside before the driver, no stops. I just checked my phone and I was charged DOUBLE! Double!!! Heavy traffic isn't on me and is not an excuse to charging people double the quoted price without any notification. It's a Tuesday morning in L.A., of course there's going to be traffic. Useless Ai ""support"" chat.",1,4,4.555.10003,2024-12-10 22:55:07,,,4.555.10003,-0.4303,negative
User_3606,,Worst app when I book ride fare was 240 but after reaching destination it's showing 400. Not going to use UBER again,1,0,4.554.10001,2024-12-10 22:49:45,,,4.554.10001,-0.09,negative
User_3613,,Not a useful app always expensive.,1,0,4.555.10003,2024-12-10 22:24:48,,,4.555.10003,-0.3412,negative
User_3616,,Very disappointed for this no customer suuport rides are too expensive i preferred ola and Rapido,1,0,4.516.10000,2024-12-10 22:16:19,,,4.516.10000,-0.6801,negative
User_3623,,Easy affordable rides. Better availability than Lyft in some areas.,5,0,4.555.10003,2024-12-10 21:54:44,,,4.555.10003,0.7003,positive
User_3624,,Sometimes the prices can be overwhelming,2,0,4.555.10003,2024-12-10 21:54:23,,,4.555.10003,0.0,neutral
User_3629,,Extremely affordable,4,0,,2024-12-10 21:36:39,,,,0.0,neutral
User_3631,,"Prices are outrageous, and the wait times are NEVER accurate",1,0,4.555.10003,2024-12-10 21:27:38,,,4.555.10003,-0.4588,negative
User_3648,,"This app is now a scam and the heads of uber have become cocky with how the app prices journeys. Used to be good, now utter rubbish. There are inflated prices constantly. They inflate the prices if u use a gift card, u get little to no discount as an uberone member and if u do, its a discount on an inflated price so u still pay more. wait times are slower now unless u pay an inflated price. used for couple years but it's obvious now. Don't pay for uberone, u get nothing back and pay more for it",1,2,4.555.10003,2024-12-10 20:50:26,,,4.555.10003,0.0164,neutral
User_3655,,"Reliable, Quick and cost efficient. Nice drivers.",5,2,4.555.10003,2024-12-10 20:27:53,,,4.555.10003,0.6808,positive
User_3662,,Very nice taxi service at affordable prices,4,0,4.553.10000,2024-12-10 20:15:14,,,4.553.10000,0.4754,positive
User_3671,,Wrost application..don't use it.. When I was booked auto there's shown affordable charges after dropped at door step auto driver ask for extra payment rather than shown in application... It is not worth it along with local travel,1,0,4.555.10003,2024-12-10 19:56:52,,,4.555.10003,-0.4149,negative
User_3685,,Never take yet to a major event. $40 to get there. To return ride after ride cancels about the driver's ask for 3-4 times the quoted fare. Will not use again.,1,0,4.555.10003,2024-12-10 19:30:40,,,4.555.10003,-0.2263,negative
User_3691,,"I hope you make arrangements for a different ride when they're busy or the weather's bad because if you don't you'll be paying out the *ss...anytime they get busy they jack the price up, what usually costs me $9 will cost me $40...they just do this to take advantage of people...I would've given no stars if I could because this happens to me almost everyday",1,1,4.555.10003,2024-12-10 19:22:14,,,4.555.10003,-0.2023,negative
User_3693,,"This review is related to uber transport cars and autos. Rates are ok, except for the cancellation charges which are totally irritating....Not all cancellations are customers fault....99 percent the cancellation issue is not related to customer.....if this issue is addressed uber would be the most preferred.",4,1,4.555.10003,2024-12-10 19:20:29,,,4.555.10003,-0.2732,negative
User_3700,,"Tried it once, middle of the day on a Tuesday. Utter scam. Jacked the trip price up three times, then charged me four quid to cancel. Never again. Uninstalled, deleted my account. Next time will use local taxis.",1,0,,2024-12-10 19:04:28,,,,-0.7778,negative
User_3712,,Good Service and reasonable price,5,0,4.555.10003,2024-12-10 18:28:06,,,4.555.10003,0.4404,positive
User_3713,,overpriced. delivery service is awful. lack of customer service contact options.,1,0,4.555.10003,2024-12-10 18:27:50,,,4.555.10003,-0.6486,negative
User_3720,,"Customer service is the worse... they just don't care at all about the wrong doing of the drivers. Plus it's more expensive than other apps. And at least in my area, drivers have so many wrong doings like driving away without you just to collect the cancelation fee since the app makes it so complicated to complain about the drivers that a lot of people just let it go. Many of them are maniacs on the road and they get offended if you ask them to drive safely or they straight up ignore you.",1,2,4.555.10003,2024-12-10 18:14:39,,,4.555.10003,-0.9197,negative
User_3731,,Constantly changing prices. Outrageous wait times. Says ride is 4 mins away actually 20 mins. Then when you wait the driver still has the option to leave you waiting. NO RIDE!!!,2,0,4.555.10003,2024-12-10 17:44:13,,,4.555.10003,-0.7911,negative
User_3746,,Wonderful app fair pricing,4,0,4.554.10001,2024-12-10 17:00:24,,,4.554.10001,0.7184,positive
User_3753,,"Absolutely safe, great prices, clean cars, kind_professional drivers",5,0,4.555.10003,2024-12-10 16:47:30,,,4.555.10003,0.8826,positive
User_3758,,Nice app. It's more user friendly if reduce price,5,0,4.555.10003,2024-12-10 16:36:31,,,4.555.10003,0.7414,positive
User_3760,,"Worst app, while booking it showed 161 after dropping price changed to 321 & there is no option to call customer care, AI answers r not relevant.I will never use uber in my life again OLA is far better what they show they charge only that.",1,0,4.555.10003,2024-12-10 16:30:17,,,4.555.10003,-0.0516,negative
User_3790,,"Very poor service, do not try. They charge unexpected beyond your think on the behalf of surge charge. Their customer care service is even wrost service in India. I want to give Zero star but there are no option.",1,1,4.554.10001,2024-12-10 15:17:25,,,4.554.10001,-0.4111,negative
User_3852,,"Never had a issue until I signed up for Uber Express Drive & used a portion of the provided voucher to pick up a reserved rental vehicle (which was declined at the rental lot because they didn't have any cars for Uber drivers).. long story short the remainder of the voucher is still in my account so whenever I book rides the app states the ride will cost $0.00, but after my trip is completed I'm charged a different (higher) amount! Uber customer service doesn't even respond to my help requests.",1,0,4.478.10004,2024-12-10 12:07:36,,,4.478.10004,0.3903,positive
User_3868,,Decent rate,5,0,4.555.10003,2024-12-10 11:31:16,,,4.555.10003,0.0,neutral
User_3870,,there is a glitch...in uber shuttle..my 5 free rides are completed..but still I can access free rides..it shows 0 fare when I am trying to book an shuttle,3,0,4.555.10003,2024-12-10 11:17:45,,,4.555.10003,0.7823,positive
User_3879,,"Cheaper ubergo option completely disappeared from my choices. Only uberx option is available, and to top it off, there is an added charge to connect to drivers less than 10 minutes away",2,2,4.555.10003,2024-12-10 11:03:31,,,4.555.10003,-0.101,negative
User_3886,,"I dont know why the price of uber was change,, when i was booking the uber, its only 71 sr. And when i arive the location the price was change,, its already 82? Please thats not good.. Its verry disappointed..!!!!!",2,0,4.541.10003,2024-12-10 10:43:12,,,4.541.10003,-0.6569,negative
User_3887,,Price is budget friendly,5,0,,2024-12-10 10:42:13,,,,0.4939,positive
User_3894,,Reasonable price,5,0,4.555.10003,2024-12-10 10:26:28,,,4.555.10003,0.0,neutral
User_3897,,Good price and service,5,0,4.555.10003,2024-12-10 10:16:21,,,4.555.10003,0.4404,positive
User_3907,,"very bad service,was too late to reach to my coaching centre and then they increase the price rating it 1 star for a reason!!!!",1,0,4.555.10003,2024-12-10 09:40:58,,,4.555.10003,-0.5516,negative
User_3911,,Worst application. Useless promotional banners in the app and rider never books on time. No matter how they increase the price. Totally hated this application 👎👎👎👎👎,1,0,4.554.10001,2024-12-10 09:34:34,,,4.554.10001,-0.8798,negative
User_3931,,"Uber is always coming thru way more tough compared to any/all it's competitors. When comparing to Lyft, Uber 9 times outta 10 has the better price option and always gives multiple options to try n help the rider save. I've noticed for some reason and idk y, but 99% of my drivers are more polite and keep their vehicle much cleaner along with snacks and other accommodations. I pay for a rideshare at least 2-3 times per week minimum and have no problem switching my #1 choice! $@*!#001UBER100#!*!@$",5,5,4.555.10003,2024-12-10 08:26:47,,,4.555.10003,0.832,positive
User_3933,,One of the best Affordable n Easily available I love uber,5,0,4.555.10003,2024-12-10 08:16:07,,,4.555.10003,0.8957,positive
User_3934,,Best price,5,0,,2024-12-10 08:15:25,,,,0.6369,positive
User_3939,,While booking the fare showed 125 but at the time of drop it showed 325 rs with no proper customer support won't trust this app from now onwards,1,0,,2024-12-10 08:00:10,,,,-0.6655,negative
User_3944,,Expensive and mid,1,0,4.555.10003,2024-12-10 07:49:04,,,4.555.10003,0.0,neutral
User_3961,,Price changed from 7 dollars to $40 for unknown reason and a driver didn't even shop up. Nearly missed an exam,1,0,4.555.10003,2024-12-10 05:46:47,,,4.555.10003,-0.296,negative
User_3963,,Best rate ever,5,0,,2024-12-10 05:33:25,,,,0.6369,positive
User_3968,,"Driver Jeffrey was grateful, but I left my phone in his car today around 10:00 am . How can I get it back?",4,0,4.555.10003,2024-12-10 04:56:34,,,4.555.10003,0.25,positive
User_3991,,Price is too inconsistent,2,0,4.555.10003,2024-12-10 03:37:56,,,4.555.10003,0.0,neutral
User_3996,,I am now so frustrated with Uber and DoorDash both I can never ever get my orders right with these guys either one of these companies it is the same can't order a combo with a drink cause I never get the drink. The $5 ranch I ordered with the $50 I spent from Buffalo Wild WingsJust all over the bottom of the bag. I almost lost all my food through the bag cause it was just so soaked all around the food I want to dip my ranch not soaking my food in it. From my experience every attempt is awful.,1,1,4.554.10001,2024-12-10 03:19:36,,,4.554.10001,-0.8431,negative
User_4011,,Drivers are mostly nice but costs to ride are getting as costly as cabs.,3,0,4.555.10003,2024-12-10 02:03:39,,,4.555.10003,0.0772,positive
User_4020,,"Not great. You can have a driver 2 minutes away who then cancels for a better option. Then, when you try to locate another driver, it is unsuccessful. So i try to rebook, and the price goes up $20. Broken system if you ask me.",1,0,,2024-12-10 01:36:12,,,,-0.7842,negative
User_4047,,Derrick was personable. I enjoyed riding with him. His person and car were neat and clean. He helped with my luggage and was considerate about bringing me close to my door. Derrick is professional and displayed an outstanding performance.,5,0,4.555.10003,2024-12-10 00:07:00,,,4.555.10003,0.9423,positive
User_4059,,Horrible and expensive,1,0,4.555.10003,2024-12-09 23:19:08,,,4.555.10003,-0.5423,negative
User_4060,,"When I choose the same destination as someone else, I am getting a higher quotes. Even using Uber One, Lyft is cheaper by $10",1,1,4.555.10003,2024-12-09 23:16:06,,,4.555.10003,0.0,neutral
User_4069,,Affordable,4,0,,2024-12-09 22:36:07,,,,0.0,neutral
User_4086,,Continuously using predatory pricing. I had pricing on the depatures at $20 to get home and once the app realized I was at the airport arrivals the price jumped to $45. It's disgusting to inflate prices for no reason than knowing people don't have other options.,1,0,,2024-12-09 21:55:59,,,,-0.6808,negative
User_4087,,Best service safty + low cost,5,0,4.555.10003,2024-12-09 21:55:55,,,4.555.10003,0.4767,positive
