userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_text
User_7207,,"The app displays one amount to the customer and a different amount to the rider. What kind of app operates like this? When we pay, it leads to conflicts with the drivers. This issue needs an immediate solution.",2,0,,2024-12-03 17:24:55,,,,0,Negative
User_7548,,Service has become poorer and poorer over the time. Algorithm are geared toward maximum profit for the firm with zero regard for the customer. The drives are now expensive most of the time 3 times. And algorithm pushes to book expensive category or otherwise scares for extra wait time.,1,0,1.41.10000,2024-12-03 01:11:26,,,1.41.10000,0,Negative
User_9224,,Too expensive,1,0,4.554.10001,2024-11-30 07:14:25,,,4.554.10001,0,Negative
User_1763,,"This used to be the smart, cheap alternative to cabs. The prices have now doubled or sometimes tripled since 2021, and they add a new predatory price gouging tactic, like surge pricing and increased fees for cabs to arrive a few minutes quicker, every few months. They've become a prime example of en****tification in the tech industry.",2,7,4.556.10005,2024-12-14 20:33:01,,,4.556.10005,0,Negative
User_6435,,They charged me double the price for a ride without me accepting any extra fee and they didn't even have an agent for support. All I could do was look at the frequently asked questions. Double the price of an already expensive ride is not a joke.,1,0,4.553.10000,2024-12-05 02:05:49,,,4.553.10000,0,Negative
User_2613,,not accurate or decent app,1,0,4.555.10003,2024-12-13 05:18:48,,,4.555.10003,0,Negative
User_2190,,"Terrible, the fares are really high, and the support team does not listen or help in any kind of way. The fares change every day without previous notifications. Absolutely a nightmare.",1,0,4.462.10000,2024-12-14 00:22:14,,,4.462.10000,0,Negative
User_5119,,"I had my phone and bank card stolen, so now I can never use uber again, apparently. When you login to Uber, they ask you for the CVV of your bank card. That card is long gone, and there is no option to change the card info. I tried emailing uber to have this resolved, and all I got was an auto generated message telling me to access the helpdesk. However, I CAN'T access the helpdesk without logging in. What a stupid set of protocols",1,0,,2024-12-07 19:52:05,,,,0,Negative
User_1595,,I used to think this app was a solid 4-5 but over the last two years it has got progressively more expensive and progressively worse and now they are choking driver response to encourage people to pay for priority is just disgusting and literally ringing customers dry when all they want to do is get home.,2,0,4.556.10005,2024-12-15 05:41:57,,,4.556.10005,0,Negative
User_294,,"WHEN PAYING WITH A CARD, I GET CHARGED TWICE! ONCE WHEN ORDERING A RIDE, AND AGAIN FULL PRICE THE NEXT DAY WHEN THERE'S AN ADJUSTMENT. IF THE RIDE HAS AN ADJUSTMENT, WHY AM I GETTING CHARGED FULL PRICE INSTEAD OF JUST THE EXTRA CHARGES LIKE TOLL OR WAITING FEE? UBER WHEN PAYING WITH A CARD IS TERRIBLE. TOO MANY COMPLICATIONS. MOST DAYS I WAKE UP IN THE MORNING, BEING CHARGED AGAIN FOR A RIDE I ALREAFY PAID FOR YESTERDAY. WITH NO REFUNDS. IT IS ALSO IMPOSSIBLE TO SEND A NORMAL MESSAGE ON THE APP.",1,0,4.551.10000,2024-12-17 23:47:40,,,4.551.10000,0,Negative
User_6222,,"Drivers ask for extra besides actual fare, dont cancel the ride from their side, and after 3 to 4 such cancellations, the app doesnt allow us to get rides",3,0,4.555.10003,2024-12-05 13:10:35,,,4.555.10003,0,Negative
User_3098,,"Since the seperation of uber and uber eats as apps, the app is never accurate or it never updates the position of drivers when I put in for a ride.",1,0,4.554.10001,2024-12-12 03:00:23,,,4.554.10001,0,Negative
User_2062,,Extremely disappointed I've been trying to contact someone all day my Uber charged me 42$(for a 5 min ride btw) when I was only supposed to be charged 10$ their phone died why is it so hard to talk to a real person this was money I barely even had to get to work so I'm very frustrated and can't even eat now because I'm very tight on money and that's what I was going to use the next few days so thanks Uber for your terrible service as a long time customer I'm extremely disappointed,1,1,4.515.10001,2024-12-14 08:45:33,,,4.515.10001,0,Negative
User_9578,,It show the car and price but while booking it took above 10 minutes for updating about driver after 10 minutes it doesn't update any driver and automatically cancel the ride.,1,0,4.554.10001,2024-11-29 16:33:01,,,4.554.10001,0,Negative
User_2604,,It should be illegal to increase the fares. Use taxi instead.,1,0,,2024-12-13 05:56:28,,,,0,Negative
User_6928,,Very expensive for a short ride of 20 min......almost $50/ not good,2,0,,2024-12-04 05:41:13,,,,0,Negative
User_7368,,Fares are not showing please fix it.,3,0,,2024-12-03 10:51:53,,,,0,Negative
User_678,,"Prices continue to climb and are extremely High for no reason. Very disappointed. No customer service to directly rate/complaint/ or talk to anyone about pricing. Uber as a company, terrible. The Drivers are great. Poor company management.",1,0,4.556.10005,2024-12-17 03:03:47,,,4.556.10005,0,Negative
User_28,,"Horrible, bunch of thieves. The fare you see when booking versus the fare you pay is completely different. The drivers make unrequested stops, drive slow, and extend the trip themselves, then the fare increases. I hate using Uber. They are very skelm. The drivers stop to top up on their fuel, and you are charged for the additional time he spent doing that. When I report it with evidence, I am told the trip is not eligible for a discount, and the fare is correct. Pissed off!!!!!",1,0,4.556.10005,2024-12-18 16:09:54,,,4.556.10005,0,Negative
User_11830,,Drivers are very rude I booked the ride driver name govind was using another mobile bike cab app may be rapido was at another user pickup place I ask him he is not at pickup place he was very rude and say u can complaint about me and was not coming to pickup location it was complete harassment and got late at my office who is responsible for this I rate this to driver have rude and egoistic behaviour.,1,0,,2024-11-25 07:59:40,,,,0,Negative
User_5249,,Bad experience with ride initial fear was 205 rupees and after drop It was increased to 336 rupees same route no change but fare was increased tried to contact customer support no number in app worst experience ban the app fraud Uber money laundering.,1,0,,2024-12-07 13:55:42,,,,0,Negative
User_6126,,I can't give u staring because last ride your driver drunk and abuse language with my family He take charges more otherwise can't stop car Your drivers so bad so poor and cheap family I can't use your this App and suggest my all friends and family This app and drivers are so cheap. This staring use only for post otherwise I can't use Star they are my black day,1,0,,2024-12-05 17:24:31,,,,0,Negative
User_11128,,So bad aap never use it I book a cab was price 1240 and at the payment time I was shocked the price increase and it was 1695. Never use it this app is just a looter,1,0,,2024-11-26 16:31:50,,,,0,Negative
User_4231,,"Uber cheats passenger while booking one price and when you reach your destination it charges 20rs extra, kindly avoid using uber",1,0,4.555.10003,2024-12-09 15:31:13,,,4.555.10003,0,Negative
User_4305,,"Worst app.., the driver change route on its own and the fare just increased when destination reached so and when complain to him he just told that's not his problem",4,0,4.553.10000,2024-12-09 12:05:10,,,4.553.10000,0,Negative
User_430,,first the experience was very nice and prices were budget friendly but suddenly the price of the cabs specially the auto prices skyrocketed the auto cab which we used to book for ₹110 to ₹125 now for the same distance its charging ₹170 to ₹220. Huge disappointment. Very very rarely going to use uber in near future.,3,0,4.556.10005,2024-12-17 18:14:56,,,4.556.10005,0,Negative
User_9285,,Prices are unbelievable now.,1,0,4.553.10000,2024-11-30 03:22:05,,,4.553.10000,0,Negative
User_2599,,Nearly every trip I go on I never get time to put by brothers seat belt and then mine before we are driver sets of on main roads. Pulse customer service are very rude and put phone down because they don't understand the reasons behind my calls. Rating system worse I've ever come across and is not a fare one for people traveling.,1,1,4.555.10003,2024-12-13 06:20:13,,,4.555.10003,0,Negative
User_2123,,Jacked up the prices. Not worth it anymore.,1,0,4.555.10003,2024-12-14 04:47:51,,,4.555.10003,0,Negative
User_3606,,Worst app when I book ride fare was 240 but after reaching destination it's showing 400. Not going to use UBER again,1,0,4.554.10001,2024-12-10 22:49:45,,,4.554.10001,0,Negative
User_8751,,I depend on uber to get to work my job is 1.5 miles away and the price has went from 10 to nearly $100,1,0,4.554.10001,2024-12-01 01:16:52,,,4.554.10001,0,Negative
User_367,,Fare is too high,1,0,4.556.10005,2024-12-17 20:24:55,,,4.556.10005,0,Negative
User_3631,,"Prices are outrageous, and the wait times are NEVER accurate",1,0,4.555.10003,2024-12-10 21:27:38,,,4.555.10003,0,Negative
User_11623,,Uber is overpriced and they will charge you based on how long the ride took (even if there's construction on the road),2,0,4.552.10000,2024-11-25 16:41:39,,,4.552.10000,0,Negative
User_3039,,"""WOULD BE"" A 5⭐ APP ""IF"" your navigation software didn't SUCK & you weren't SOOO EXPENSIVE !!!!",3,0,,2024-12-12 07:19:17,,,,0,Negative
User_10427,,"Firstly, please do not cut me off as I am typing. Customer service is terrible. Uber has enough money after all of these years to provide top tier, real customer service agents, not simply ai! Secondly, the prices going from affordable to outrageous after you click on the originally shown price is crazy! It will say $9/$10 when go to book the ride, once the app says ""Finding your Ride"" it then says $15/$18/$20! How is that fair? I have screenshots and moving forward, I will be screen recording.",3,1,4.553.10000,2024-11-27 21:12:42,,,4.553.10000,0,Negative
User_10579,,It takes to long to get a ride and they're over pricing riders and under paying drivers,2,0,4.553.10000,2024-11-27 16:43:09,,,4.553.10000,0,Negative
User_6300,,"Uber standards for drivers has dropped significantly over the years. I have gotten some very terrible drivers recently. They also keep jacking up the prices seemingly at random. There are four Uber drivers in my immediate area (more than normal) and what is normally a $12 ride got jacked up to $30 out of nowhere. Lyft was 11$ at the same time, so I will be switching, as I use this to commute to work and can't afford the cost of Uber anymore.",1,2,4.554.10001,2024-12-05 10:03:19,,,4.554.10001,0,Negative
User_11054,,Drivers are demanding double the price. Worst experience,1,0,4.553.10000,2024-11-26 19:22:20,,,4.553.10000,0,Negative
User_4020,,"Not great. You can have a driver 2 minutes away who then cancels for a better option. Then, when you try to locate another driver, it is unsuccessful. So i try to rebook, and the price goes up $20. Broken system if you ask me.",1,0,,2024-12-10 01:36:12,,,,0,Negative
User_10464,,"Gives you wait times before finding you a driver, wait times are inaccurate to say the least, and the availability of rides has gone down significantly, everything from quality to ease of use has deteriorated except for price. Update: Uber eats gifts don't work, this company is a scam. They take money and then things don't work and there is absolutely no way to get in touch with a real human. Dogshit",1,0,4.553.10000,2024-11-27 20:14:47,,,4.553.10000,0,Negative
User_9459,,Your prices are really high Hate from india,1,0,4.554.10001,2024-11-29 20:36:37,,,4.554.10001,0,Negative
User_10004,,The cost estimator says £5.99-£11. The app says £20!,2,0,4.554.10001,2024-11-28 19:35:06,,,4.554.10001,1,Neutral
User_8558,,Need more promos and discounts,5,0,4.554.10001,2024-12-01 11:36:16,,,4.554.10001,1,Neutral
User_9655,,affordable price,5,0,4.554.10001,2024-11-29 13:04:37,,,4.554.10001,1,Neutral
User_3968,,"Driver Jeffrey was grateful, but I left my phone in his car today around 10:00 am . How can I get it back?",4,0,4.555.10003,2024-12-10 04:56:34,,,4.555.10003,1,Neutral
User_6932,,Punctual and reasonable rates,5,0,4.554.10001,2024-12-04 05:16:25,,,4.554.10001,1,Neutral
User_1954,,"Now 10 dollars 💵 , after 2 min 12 dollars. Shiittt... sometimes it is cheaper than transit. Logic ??",1,0,,2024-12-14 13:26:49,,,,1,Neutral
User_11429,,Prompt cheaper than a cab and less frustration than driving in traffic for a meeting you need to be focused for,5,0,4.553.10000,2024-11-26 01:04:00,,,4.553.10000,1,Neutral
User_3574,,"Drivers cancel orders one after another, better use Bolt.. it îs more expensive but more professional",1,0,4.555.10003,2024-12-11 00:20:10,,,4.555.10003,1,Neutral
User_7373,,Pague 578 pesos y me devolvieron 512 debido a las politicas de uber. Entonces las politcas de uber es robarle a los consumidores. Realice mi primer pedido para que me trajeran mi mandado. El conductor se equivico de orden y me entrego un pedido con mucho menor costo al que yo pague. Ahora tengo que esperar a que uber verifique mi peticion y esperar a que me manden un reembolso. Primera y ultima vez utilizando este servicio.,1,0,4.554.10001,2024-12-03 10:26:49,,,4.554.10001,1,Neutral
User_10477,,Expensive,3,0,4.553.10000,2024-11-27 19:32:19,,,4.553.10000,1,Neutral
User_958,,Almost every ride has a different price than the given price at the beginning of the ride.,1,0,4.556.10005,2024-12-16 14:08:14,,,4.556.10005,1,Neutral
User_5816,,How come i dont get the 15% promo while all of my collegues are getting discounts at the same destination?,3,0,4.555.10003,2024-12-06 10:26:23,,,4.555.10003,1,Neutral
User_839,,"Evertime if someone is booking please tell them that, if there are late than expected time of arrival to destination then cab fair rates will increase.",3,0,4.549.10000,2024-12-16 19:51:24,,,4.549.10000,1,Neutral
User_4574,,"Reliable and fair pricing ,internationally.",4,0,,2024-12-08 22:07:27,,,,1,Neutral
User_1587,,Fare Heavy Increase System,1,0,4.556.10005,2024-12-15 06:03:49,,,4.556.10005,1,Neutral
User_1955,,Cheaper compared with others,5,0,4.556.10005,2024-12-14 13:25:42,,,4.556.10005,1,Neutral
User_9744,,"90% of the time Didi is cheaper than Uber for rides and most of the time its a $5-10 difference so a significant amount. As for Ubereats, why am I still paying ubers prices for food when I am picking up? On doordash the prices go down to the normal store prices as if you were buying from them directly, but on uber for some reason you are paying the full amount as if you were getting it delivered. Why would I use Uber at all if both Didi and Doordash are significantly cheaper most of the time.",1,0,,2024-11-29 09:57:17,,,,1,Neutral
User_7653,,"The driver act like they are doing you a favor more than a paid service, as well as the time that you have to figure out where the car is when you arrive. The GPS always takes the longest route with the most construction. The pricing is competitive & and fare, but the wait might be the equalizer to how fare the price but not the service. I use both lfyt & Uber as a means of transit & lfyt may be a bit more the cars. Drivers are a bit more accommodating, but Uber was the first n will always be ok",2,2,4.537.10000,2024-12-02 21:32:07,,,4.537.10000,1,Neutral
User_11065,,The price they show you before requesting the trip is not the price you pay,1,0,4.553.10000,2024-11-26 19:02:33,,,4.553.10000,1,Neutral
User_845,,Reasonable fare,5,0,4.556.10005,2024-12-16 19:31:11,,,4.556.10005,1,Neutral
User_5130,,Price high,3,0,,2024-12-07 19:18:50,,,,1,Neutral
User_891,,"A good app neh,but the prices on my phone always differ from the drivers one",1,0,,2024-12-16 17:12:40,,,,1,Neutral
User_747,,"I'll start off by saying I have used them for about three weeks and every time I go 5 miles into town it is 22$ to $30. I got on Lyft today and both rides I needed today were $10-13 cheaper. Also you should know that Uber has taken down their customer support phone number, so you will have to deal with a live chat and that's hit or miss ( mostly misses). Hopefully that will help you decide if this app is suitable for you.",1,0,4.556.10005,2024-12-16 23:15:54,,,4.556.10005,1,Neutral
User_635,,I got an uber to the grocery store in the early evening. The store is 2 miles away. Traffic was light and i was by the road waiting for the driver when he pulled up. When i ordered the ride the app quoted the fee at $6 and some change. I use uber often on quick little trips such as this and that was the common price. I paid with an uber gift card and went about my shopping when i arrived i noticed they had charged me $15!! I had no choice but to order uber home. The trip home was $6. What gives,1,1,4.556.10005,2024-12-17 06:44:23,,,4.556.10005,1,Neutral
User_1975,,Prompt service at cheaper rate,5,0,4.555.10003,2024-12-14 12:24:59,,,4.555.10003,1,Neutral
User_11334,,Affordable prices,5,0,4.553.10000,2024-11-26 07:33:25,,,4.553.10000,1,Neutral
User_7205,,delivery is not free everything gets hiked up on the orders price i understand that but don't make out it's free,1,0,4.554.10001,2024-12-03 17:27:28,,,4.554.10001,1,Neutral
User_4060,,"When I choose the same destination as someone else, I am getting a higher quotes. Even using Uber One, Lyft is cheaper by $10",1,1,4.555.10003,2024-12-09 23:16:06,,,4.555.10003,1,Neutral
User_9939,,Compare to ola all rides on low price in uber,5,0,4.553.10000,2024-11-28 22:13:19,,,4.553.10000,1,Neutral
User_11641,,Promt and acurate service,5,0,4.553.10000,2024-11-25 16:11:18,,,4.553.10000,1,Neutral
User_10110,,"When discount codes are applied, you wait until prices surge before you eventually get a ride after trying to reorder 3 times, and even then the price is double what it would have been without the discount.",1,0,4.554.10001,2024-11-28 14:24:17,,,4.554.10001,1,Neutral
User_5326,,Mostly time fare increase after dropping time,1,0,4.554.10001,2024-12-07 10:11:51,,,4.554.10001,1,Neutral
User_4236,,Price are Little high,5,0,4.555.10003,2024-12-09 15:21:17,,,4.555.10003,1,Neutral
User_5782,,When I go for booking I don't see fare price in my app,5,0,4.554.10001,2024-12-06 12:07:03,,,4.554.10001,1,Neutral
User_107,,Low price,5,0,4.556.10005,2024-12-18 12:19:39,,,4.556.10005,1,Neutral
User_6877,,"Uber is reasonably priced mostly, but can get pretty expensive when low on drivers. They are always reliable, but I just wish that they had a flat rate.",3,0,,2024-12-04 08:27:18,,,,1,Neutral
User_3026,,It shows price than increase after ride,2,0,4.553.10000,2024-12-12 07:55:11,,,4.553.10000,1,Neutral
User_2570,,Affordable(with coupons) .The app doesn't show fare breakup. Don't know how much it costs per. Auto rides are always available. Direct UPI Payment option would be beneficial for hassle free payment.,5,1,4.555.10003,2024-12-13 08:08:14,,,4.555.10003,1,Neutral
User_4789,,"Hoy pedí un viaje para un familiar, al principio el precio era de $142, pero antes de llegar al destino, comenzó a haber mucho tráfico, ¿es acaso la culpa de mi familiar? El costo subió a $326, él solo traía efectivo y lo justo, pagó el primer precio y ni siquiera dejó a mi familiar en el destino, el tipo ese canceló el viaje pero ahora ME ESTÁN COBRANDO EL RESTO POR ALGO QUE NO ESTABA EN MI PODER, ¿es mi culpa que haya tráfico El tipo del uber me canceló el viaje y ni siquiera llegó al destino.",1,0,4.555.10003,2024-12-08 12:35:44,,,4.555.10003,1,Neutral
User_11279,,"As a frequent uber rider, I believe there should be more discounts or incentives for frequent rides",1,0,4.553.10000,2024-11-26 10:24:02,,,4.553.10000,1,Neutral
User_1598,,"Today i got to know that driver can drop me anywhere even in middle of jungle. So be aware guys with Uber drivers. They charged me full amount. Means he dropped me in half journey. Update: Uber has refunded my amount, good thing but make a feature to report such instances from the app itself at passanger end. This is the first time I have seen that after subscribing Uber one I'm getting higher price quote for same place and same time. 3x the previous original price. Do not subscribe to Uber one.",5,1,4.556.10005,2024-12-15 05:36:26,,,4.556.10005,1,Neutral
User_10217,,The app is convenient. Given 4 Star because In Mumbai while travelling to atal Setu drivers always insist to pay toll charges separately even though included in final bill. Please show final fare clearly indicating toll amount included in final bill to avoid duplication.,4,0,4.553.10000,2024-11-28 09:51:10,,,4.553.10000,1,Neutral
User_8645,,"Tiene buenos precios pero si abres y cierras la aplicación sube el 50% del.costo inicial, es bueno abrir otra Apple y comparar precios",3,0,4.554.10001,2024-12-01 07:46:40,,,4.554.10001,1,Neutral
User_6852,,Uber no longer shows the fare before boarding on the trip here in Australia.,1,0,4.481.10002,2024-12-04 09:58:13,,,4.481.10002,1,Neutral
User_9864,,Comfortable ride but bht wait krate h,5,0,4.553.10000,2024-11-29 01:31:34,,,4.553.10000,1,Neutral
User_2360,,It's nice but prices iko negotiatable,5,0,,2024-12-13 18:12:20,,,,1,Neutral
User_5609,,While giving estimate please provide breakup too because drivers always demands entry fee seperately in cash which are also included in your cost.,3,0,4.555.10003,2024-12-06 19:38:45,,,4.555.10003,1,Neutral
User_1134,,"Seems to be much cheaper than some competitors away from the city. A ride cost $8.xx with Uber, but would have been nearly $30 with a competitor with the expectation of a 45-60 minute wait.",5,0,,2024-12-16 03:11:27,,,,1,Neutral
User_9001,,"You will get cab every location , not too much fare amount.",4,0,4.553.10000,2024-11-30 16:02:08,,,4.553.10000,1,Neutral
User_4597,,Bekar h phle kuch or price dikhte h or fir kuch or lete h,1,0,4.555.10003,2024-12-08 20:56:52,,,4.555.10003,1,Neutral
User_7144,,Reasonable prices than other apps,4,0,,2024-12-03 19:15:43,,,,1,Neutral
User_746,,I checked two three time that the price is increased when I check the ride and closing app for few time and again price of ride getting 10-15 rupees more .,1,0,4.554.10001,2024-12-16 23:17:31,,,4.554.10001,1,Neutral
User_4460,,Good but expensive,4,0,4.555.10003,2024-12-09 03:34:36,,,4.555.10003,1,Neutral
User_6239,,4919 pin today moring 69 fare I paid 200 insted of returning 130 he asked 30 R change Actually he must return 150 230 - 70=130 he paid only 50 R He went,2,0,4.554.10001,2024-12-05 12:37:38,,,4.554.10001,1,Neutral
User_336,,Ok but price promotions are needed also,5,0,4.556.10005,2024-12-17 21:37:54,,,4.556.10005,1,Neutral
User_1808,,Some times show different rate to constumer and driver,3,0,,2024-12-14 19:05:27,,,,1,Neutral
User_5266,,Reasonable price,5,0,4.541.10003,2024-12-07 13:18:12,,,4.541.10003,1,Neutral
User_10354,,"Maps used need to be more accurate, I have had to direct drivers to my destination myself",4,0,4.553.10000,2024-11-27 23:50:41,,,4.553.10000,1,Neutral
User_2524,,Different different types of prices for regular customers. I and my friends use Uber regular but my ride prices are more as compared to my friend's ride price.,1,0,,2024-12-13 10:27:14,,,,1,Neutral
User_2557,,fARes Are hIGheR duE tO incrEAsed DemAnD,1,0,4.527.10000,2024-12-13 08:43:55,,,4.527.10000,1,Neutral
User_137,,Price should be less,2,0,4.556.10005,2024-12-18 11:02:19,,,4.556.10005,1,Neutral
User_10089,,Atleast Uber Should Bring Discount or Membership,4,0,4.553.10000,2024-11-28 15:08:31,,,4.553.10000,1,Neutral
User_2094,,Normally price are reasonable.,5,0,4.556.10005,2024-12-14 06:29:38,,,4.556.10005,1,Neutral
User_10441,,Price gauging! The price doubled in the past couple months!!!,1,0,4.553.10000,2024-11-27 20:54:26,,,4.553.10000,1,Neutral
User_7806,,Id rate it 5 but my S3 card isn't showing,4,0,4.554.10001,2024-12-02 16:36:19,,,4.554.10001,1,Neutral
User_4702,,"Service is good, the charges on the higher side. In shuttl the ticket prices are now exhorbitant which is expected without any direct competition!",3,0,4.516.10000,2024-12-08 16:38:52,,,4.516.10000,1,Neutral
User_653,,Rates are different from ios,4,0,,2024-12-17 05:07:14,,,,1,Neutral
User_7055,,Prices are honest and precise,4,0,4.554.10001,2024-12-03 22:40:13,,,4.554.10001,1,Neutral
User_7941,,Price is high,4,0,4.545.10000,2024-12-02 12:07:16,,,4.545.10000,1,Neutral
User_6,,Bast price pr car available,5,0,4.556.10005,2024-12-18 17:06:04,,,4.556.10005,1,Neutral
User_8870,,Expensive,5,0,4.554.10001,2024-11-30 20:36:20,,,4.554.10001,1,Neutral
User_8925,,Bit pricey,3,0,4.554.10001,2024-11-30 18:43:42,,,4.554.10001,1,Neutral
User_4324,,Reliable and low fare,5,0,4.555.10003,2024-12-09 11:22:32,,,4.555.10003,1,Neutral
User_2946,,This is my first ride 50% Discount not available pl check Answer me,5,0,4.555.10003,2024-12-12 12:19:06,,,4.555.10003,1,Neutral
User_10608,,Often fares are high specially from station it is always surcharged.,3,0,4.553.10000,2024-11-27 15:21:57,,,4.553.10000,1,Neutral
User_1897,,Rate bahut kam haiii Ghatiyaaa app hai,1,0,4.548.10001,2024-12-14 15:33:08,,,4.548.10001,1,Neutral
User_2541,,Trip charge 93 rs total fare 192 rs collected from,1,0,4.555.10003,2024-12-13 09:34:38,,,4.555.10003,1,Neutral
User_8551,,Price 💀 reliability ✅👍,5,0,4.554.10001,2024-12-01 11:56:27,,,4.554.10001,1,Neutral
User_1594,,Affadabal price compare to other apps,5,0,4.556.10005,2024-12-15 05:45:36,,,4.556.10005,1,Neutral
User_1243,,Prices are competitive and rides are available.,4,0,4.556.10005,2024-12-15 21:15:17,,,4.556.10005,1,Neutral
User_8694,,"Prices go up, although I walked closer to my destination. Needs a price standardisation.",1,1,4.554.10001,2024-12-01 04:56:19,,,4.554.10001,1,Neutral
User_5580,,I added rs 150 gift card for a trip and after the trip started (costing rs 143) my wallet balance is rs. 7. But when checking the current trip details..it says you need to pay cash. It's so confusing because then you have to wait all the way till the end of the trip for the driver to confirm the payment status. And while checking the wallet section it says that rs 150 was added and is valid till next year. So it means that there is no was to know if your gift card is being used or not.,1,1,4.554.10001,2024-12-06 20:36:02,,,4.554.10001,1,Neutral
User_5468,,Rate hike after mentioning lower rate.paid Rs 470 at 7.30 pm and Rs 460 at 11.40 pm,1,0,4.554.10001,2024-12-07 00:56:04,,,4.554.10001,1,Neutral
User_2534,,Low price,5,0,4.553.10000,2024-12-13 10:05:15,,,4.553.10000,1,Neutral
User_6806,,Reasonable rate,5,0,4.554.10001,2024-12-04 11:55:31,,,4.554.10001,1,Neutral
User_7787,,Service late but price reasonable.. pls work on more convence.,5,0,4.547.10001,2024-12-02 17:04:26,,,4.547.10001,1,Neutral
User_11628,,App bht bekr hota jarha h phle ye log timely accept krlete the request but ab to request hi 10 min lagati h phr driver or further 10 min show krta h or end mai cancel bhi krdeta h Pichle saal tk uber ki service bht accessible thi ab to connecting mai hi 10 min Lagg rhe h that to in vain Or prices ka to bas chod do is Saal se double krdiye h har jagah ke prices Kindly look into this matter uber otherwise you will eventually lose your customers,1,1,4.553.10000,2024-11-25 16:34:39,,,4.553.10000,1,Neutral
User_10061,,Price friendly,5,0,4.553.10000,2024-11-28 16:20:10,,,4.553.10000,1,Neutral
User_3093,,TO EXPENSIVE,1,0,4.556.10005,2024-12-12 03:10:31,,,4.556.10005,1,Neutral
User_8947,,"The fare price changes when the ride ends. The route and timings were same, there was no difference.",1,0,4.524.10000,2024-11-30 18:01:04,,,4.524.10000,1,Neutral
User_4250,,Nice app for travelling both long and short distance but one concern is that cabs sometimes are quite too expensive to afford,4,0,,2024-12-09 14:38:39,,,,1,Neutral
User_4998,,In Bangalore the auto drivers are asking more money to go somewhere but the uber make the trip low price but I security thank you so much,5,0,4.555.10003,2024-12-08 00:36:14,,,4.555.10003,1,Neutral
User_2136,,Its goid and the drivers are nice but my problem is it to expensive to give uver drivers a tip they deserve,4,0,4.556.10005,2024-12-14 04:00:23,,,4.556.10005,1,Neutral
User_8112,,Osm price,5,0,4.554.10001,2024-12-02 05:21:40,,,4.554.10001,1,Neutral
User_8729,,"When I requested my last trip, the app said I had a 30% promo applied, I chose that trip with the 30% promo applied, I paid the new amount via card. Hours after completing my trip, I see that a new transaction has been done on my card, only to find out that the promo was canceled after I had completed my trip. So I was charged the original amount without the promo. But when I chose that trip, it clearly showed that the promo was applied and hence why I chose that trip.",1,1,4.554.10001,2024-12-01 02:19:03,,,4.554.10001,1,Neutral
User_9502,,"My worldwide taxi bit high fare as compared to local app, uber can work on single debit card for all countries for frequent traveler like me",4,0,4.554.10001,2024-11-29 19:21:39,,,4.554.10001,1,Neutral
User_4267,,Always welcome need to pay cash no one accepted online payment and discounts. What's the use of online payment options here in app,3,0,4.555.10003,2024-12-09 13:52:22,,,4.555.10003,1,Neutral
User_11868,,Some time high prices,4,0,4.553.10000,2024-11-25 05:25:59,,,4.553.10000,1,Neutral
User_7369,,No offer price,1,0,4.553.10000,2024-12-03 10:48:14,,,4.553.10000,1,Neutral
User_7434,,No way to see price without creating an account,1,0,4.554.10001,2024-12-03 08:07:16,,,4.554.10001,1,Neutral
User_3887,,Price is budget friendly,5,0,,2024-12-10 10:42:13,,,,1,Neutral
User_335,,"Panamá: Las tarifas se han vuelto exageradas, en horas de demanda suben a niveles de 3, 4, 5, 6 veces más que el precio de un taxi regular, adicionalmente me envían una promo de descuento de 30% en el siguiente viaje y cuando se hizo hora de demanda, desapareció la opción de la promo, muy de mal gusto esas tácticas, agarré un taxi regular y ya.",2,0,4.556.10005,2024-12-17 21:40:17,,,4.556.10005,1,Neutral
User_8671,,Expensive,2,0,4.553.10000,2024-12-01 06:15:04,,,4.553.10000,1,Neutral
User_9166,,"While booking the ride price will differ before and after Worst, they charge extra everytime",1,0,4.553.10000,2024-11-30 09:51:29,,,4.553.10000,1,Neutral
User_10938,,Price increase after completing ride,2,0,4.553.10000,2024-11-26 23:14:28,,,4.553.10000,1,Neutral
User_3431,,price dikh hai lakin aap khulne me bahut time lagata hai,3,0,4.535.10000,2024-12-11 10:35:19,,,4.535.10000,1,Neutral
User_2181,,It pretty nice but prices are kinda crazy,5,0,4.555.10003,2024-12-14 00:46:23,,,4.555.10003,1,Neutral
User_5516,,"on time rides get,,, affordable price",5,0,4.528.10000,2024-12-06 22:53:31,,,4.528.10000,1,Neutral
User_5314,,Price ke mamla mai bohat baikar hai Hamesha Kam rate dikha ke ziyada leta hai,1,0,,2024-12-07 10:42:15,,,,1,Neutral
User_2180,,"Today i booked a ride and it showed a reasonable price,all the way to the destination the price stayed the same but immediately when i arrived at the destination, the price increased almost double to what it showed when i booked the ride",2,0,4.555.10003,2024-12-14 00:49:17,,,4.555.10003,1,Neutral
User_3029,,"When we try to book a ride , please show us the tentative price of this ride . Fix this problem as soon as possible. Otherwise everything is ok.",1,0,4.555.10003,2024-12-12 07:38:51,,,4.555.10003,1,Neutral
User_473,,Sometimes the price just sky rockets,4,0,,2024-12-17 16:32:29,,,,1,Neutral
